2.1 Organization Name,2.2 Project Name,2.4 ProjectType,2.5 Utilization Tracking Method (Invalid),2.6 Federal Grant Programs,5.8 Personal ID,5.9 Household ID,3.15 Relationship to HoH,3.16 Client Location,CaseMembers,3.10 Enroll Date,3.11 Exit Date,3.12 Exit Destination,3.2 Social Security Quality,3.3 Birthdate Quality,Age at Enrollment,Current Age,3.4 Race,3.5 Ethnicity,3.6 Gender,3.7 Veteran Status,3.8 Disabling Condition at Entry,3.917 Living Situation,3.917b Stayed Less Than 7 Nights,3.917 Stayed Less Than 90 Days,"3.917b Stayed in Streets, ES or SH Night Before",3.917 Length of Stay,3.917 Homeless Start Date,Length of Time Homeless (3.917 Approximate Start),3.917 Times Homeless Last 3 Years,3.917 Total Months Homeless Last 3 Years,V5 Last Permanent Address,V5 State,V5 Zip,Municipality (City or County),Days Enrolled in Project,RRH In Permanent Housing,RRH Date Of Move-In,Days Enrolled Until RRH Date of Move-in,4.1 Housing Status,4.4 Covered by Health Insurance,4.11 Domestic Violence,4.11 Domestic Violence - Currently Fleeing DV?,4.11 Domestic Violence - When it Occurred,4.13 Engagement Date,Days Enrolled Until Engagement Date,4.24 Current Status (Retired Data Element),4.24 In School (Retired Data Element),4.24 Connected to McKinney Vento Liason (Retired),Household Type,Latitude,Longitude,R1 Referral Source,R2 Date Status Determined,R2 Enroll Status,R2 Runaway Youth,R2 Reason Why No Services Funded,R3 Sexual Orientation,R4 Last Grade Completed,R5 School Status,R6 Employed Status,R6 Why Not Employed,R6 Type of Employment,R6 Looking for Work,R7 General Health Status,R8 Dental Health Status,R9 Mental Health Status,R10 Pregnancy Status,R10 Pregnancy Due Date,Client Record Restricted,InfoReleaseNo,Information Release Status,4.12 Contact Services,Date of Last Contact (Beta),Date of First Contact (Beta),Count of Bed Nights (Housing Check-ins),Date of Last ES Stay (Beta),Date of First ES Stay (Beta),4.2 Income Total at Entry,4.02 Total Income at Annual Update,4.2 Income Total at Exit,4.3 Non-Cash Benefit Count,4.3 Non-Cash Benefit Count at Exit,CurrentDate,Barrier Count at Entry,Chronic Homeless Status,ProgramType,SOAR Eligibility Determination (Most Recent),SOAR Enrollment Determination (Most Recent),RRH | Most Recent Enrollment,Street Outreach | Most Recent Enrollment,Coordinated Entry | Most Recent Enrollment,Emergency Shelter | Most Recent Enrollment,Transitional Housing | Most Recent Enrollment,PSH | Most Recent Enrollment,Prevention | Most Recent Enrollment,Under 25 Years Old,ClientID,4.10 Alcohol Abuse (Substance Abuse),4.07 Chronic Health Condition,4.06 Developmental Disability,4.10 Drug Abuse (Substance Abuse),4.08 HIV/AIDS,4.09 Mental Health Problem,4.05 Physical Disability,CaseChildren,CaseAdults,Bed Nights During Report Period,Count of Bed Nights - Entire Episode,HEN-HP Referral Most Recent,HEN-RRH Referral Most Recent,WorkSource Referral Most Recent,YAHP Referral Most Recent,4.04.10 Other Public,4.04.10 State Funded,4.04.11 Indian Health Services (IHS),4.04.12 Other,4.04.3 Combined Childrens HealthInsurance/Medicaid,4.04.3 Medicaid,4.04.4 Medicare,4.04.5 State Children's health Insurance S-CHIP,4.04.6 Veteran's Administration Medical Services,4.04.8 Health Insurance obtained through COBRA,4.04.7 Private - Employer,4.04.9 Private,4.04.9 Private - Individual,4.2.3a Earned Income,4.2.4b Unemployment Insurance,4.2.5c Supplemental Security Income,4.2.6d Social Security Disability  Income,4.2.7e VA Disability Compensation,4.2.8f VA Disability Pension,4.2.9g Private Disability Income,4.2.10h Workers Compensation,4.2.11i TANF,4.2.12j General Assistance,4.2.13k Retirement (Social Security),4.2.14l Pension from a Former Job,4.2.15m Child Support,4.2.16n Alimony,4.2.17o Other Income,Chronic Homeless Status_vHMISDatAssessment,Chronic Homeless Status_EvaluatevHMIS&HMISDA
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,42726,105002,Son,,4,8/30/2018 12:00 AM,9/30/2018 12:00 AM,Client refused,Full SSN,Full DOB Reported,26,28,Black or African American,Non-Hispanic/Latino,Male,No,No,"Rental by client, no ongoing housing subsidy",,,,Data not collected,8/30/2018 12:00 AM,31,One time,One month (this time is the first month),Full address reported,WA,99208,Spokane,31,,,No Move-In Date,Category 1 - Homeless,Data Not Collected,No,,,9/9/2018 12:00 AM,10,,,,Household with Adults and Children,47.711327917747084,-117.38124571076145,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,8/30/2018 12:00 AM,8/30/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,10/28/2013 - 04/04/2014: SNAP--RRH--WA0122--General RRH (159),,10/02/2013 - 12/13/2013: TSA--CA--HFCA,08/30/2018 - 09/30/2018: FPS--ES--Open Doors,,,,No,1,,,,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86023,105006,Spouse,,3,8/25/2018 12:00 AM,10/20/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,36,38,White,Hispanic/Latino,Male,No,No,Place not meant for habitation,,,,One year or longer,8/1/2017 12:00 AM,445,One time,More than 12 months,Full address reported,WA,99362,,56,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,8/27/2018 12:00 AM,2,,,,Household with Adults and Children,,,,,,,,,,,Yes,,Part-Time,,,,,,,True,500,Client may be seen by others,15,10/17/2018 12:00 AM,8/25/2018 12:00 AM,44,10/17/2018 12:00 AM,8/25/2018 12:00 AM,1040,,569,0,1,9/1/2020 12:20 PM,0,0,1,,,02/04/2019 - 04/11/2019: CC--RRH--WA0288--Rapid Rehousing,,10/07/2019 - Current: SNAP--CA--SHCA,01/22/2019 - 04/02/2019: FPS--ES--Open Doors,,,,No,1,,,,,,,,1,2,44,44,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,80824,105006,Self,Spokane City & County CoC,3,8/25/2018 12:00 AM,10/20/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Data not collected,Approximate or Partial DOB Reported,35,37,White,Hispanic/Latino,Female,No,No,Place not meant for habitation,,,,"90 days or more, but less than one year",9/1/2017 12:00 AM,414,One time,More than 12 months,Full address reported,,,,56,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,8/27/2018 12:00 AM,2,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,18,10/17/2018 12:00 AM,8/25/2018 12:00 AM,47,10/17/2018 12:00 AM,8/25/2018 12:00 AM,,,569,1,1,9/1/2020 12:20 PM,0,0,1,,,02/04/2019 - 04/11/2019: CC--RRH--WA0288--Rapid Rehousing,,02/07/2020 - 06/11/2020: CC--CA-HFCA,01/22/2019 - 04/02/2019: FPS--ES--Open Doors,04/08/2020 - Current: Transitions--TH--TLC,,,No,1,,,,,,,,1,2,47,47,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,80826,105006,Daughter,,3,8/25/2018 12:00 AM,10/20/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Data not collected,Approximate or Partial DOB Reported,2,4,White,Hispanic/Latino,Female,,No,,,,,,,,,,Full address reported,,,,56,,,No Move-In Date,,Yes,,,,,No Engagement Date,No,,,Household with Adults and Children,,,,,,,,,No School Completed,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,8/25/2018 12:00 AM,8/25/2018 12:00 AM,47,10/17/2018 12:00 AM,8/25/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,02/04/2019 - 04/11/2019: CC--RRH--WA0288--Rapid Rehousing,,02/07/2020 - 06/11/2020: CC--CA-HFCA,01/22/2019 - 04/02/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,1,2,47,47,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,57150,105007,Self,Spokane City & County CoC,4,8/29/2018 12:00 AM,8/30/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,28,30,White,Non-Hispanic/Latino,Female,No,No,Place not meant for habitation,,,,"One month or more, but less than 90 days",6/28/2018 12:00 AM,63,Two times,5,Full address reported,WA,99207,Spokane,1,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,8/29/2018 12:00 AM,0,,,,Household with Adults and Children,47.68065439884346,-117.39815796687836,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,8/29/2018 12:00 AM,8/29/2018 12:00 AM,0,,,,,,1,1,9/1/2020 12:20 PM,2,0,1,,,08/30/2018 - 10/09/2018: CC--RRH--WA0353--RRH for HH with Children,,02/26/2019 - Current: SNAP--CA--SHCA,08/29/2018 - 08/30/2018: FPS--ES--Open Doors,12/10/2019 - 07/17/2020: Transitions--TH--TLC Private Fund,,,No,1,,,,Drug Abuse,,Mental Illness,,2,2,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,57151,105007,Son,,4,8/29/2018 12:00 AM,8/30/2018 12:00 AM,No exit interview completed,Client Refused,Full DOB Reported,8,10,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,Full address reported,WA,99207,Spokane,1,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,,Household with Adults and Children,47.68065439884346,-117.39815796687836,,,,,,,Nursery School to 4th Grade,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,8/29/2018 12:00 AM,8/29/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,08/30/2018 - 10/09/2018: CC--RRH--WA0353--RRH for HH with Children,,08/13/2018 - 12/31/2018: CC--CA-HFCA,08/29/2018 - 08/30/2018: FPS--ES--Open Doors,12/10/2019 - 07/20/2020: Transitions--TH--TLC Private Fund,,,Yes,1,,,,,,,,2,2,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85518,105007,Significant Other (Non-Married),,4,8/29/2018 12:00 AM,8/30/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,27,29,White,Non-Hispanic/Latino,Male,No,No,Place not meant for habitation,,,,"One month or more, but less than 90 days",6/28/2018 12:00 AM,63,Two times,5,Full address reported,WA,99207,Spokane,1,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,8/29/2018 12:00 AM,0,,,,Household with Adults and Children,47.68065439884346,-117.39815796687836,,,,,,,,,Yes,,Part-Time,,,,,,,False,500,Client may be seen by others,1,8/29/2018 12:00 AM,8/29/2018 12:00 AM,0,,,1000,,1000,0,0,9/1/2020 12:20 PM,2,0,1,,,08/30/2018 - 10/09/2018: CC--RRH--WA0353--RRH for HH with Children,,10/21/2019 - Current: SNAP--CA--SHCA,08/29/2018 - 08/30/2018: FPS--ES--Open Doors,,,,No,1,,,,Drug Abuse,,Mental Illness,,2,2,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,60129,105007,Daughter,,4,8/29/2018 12:00 AM,8/30/2018 12:00 AM,No exit interview completed,Client Refused,Full DOB Reported,3,5,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,Full address reported,WA,99207,Spokane,1,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,47.67962711159632,-117.3983379661963,,,,,,,No School Completed,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,8/29/2018 12:00 AM,8/29/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,08/30/2018 - 10/09/2018: CC--RRH--WA0353--RRH for HH with Children,,08/13/2018 - 12/31/2018: CC--CA-HFCA,08/29/2018 - 08/30/2018: FPS--ES--Open Doors,12/10/2019 - 07/20/2020: Transitions--TH--TLC Private Fund,,,Yes,1,,,,,,,,2,2,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86072,105044,Self,Spokane City & County CoC,4,9/1/2018 12:00 AM,10/4/2018 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,37,39,White,Hispanic/Latino,Female,No,No,"Staying or living in a friend's room, apartment or house",,,,"One week or more, but less than one month",8/30/2018 12:00 AM,35,One time,One month (this time is the first month),Full address reported,CA,94561,,33,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,9/10/2018 12:00 AM,9,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,18,10/3/2018 12:00 AM,9/1/2018 12:00 AM,32,10/2/2018 12:00 AM,9/1/2018 12:00 AM,,,,1,1,9/1/2020 12:20 PM,2,0,1,,,,,09/11/2018 - 12/31/2018: CC--CA-HFCA,09/01/2018 - 10/04/2018: FPS--ES--Open Doors,,,,No,1,,Chronic Health,,,,Mental Illness,,3,1,32,32,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86076,105044,Daughter,,4,9/1/2018 12:00 AM,10/4/2018 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,15,17,White,Hispanic/Latino,Female,,No,,,,,,,,,,,,,,33,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,Data not collected,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,5,10/2/2018 12:00 AM,9/1/2018 12:00 AM,32,10/2/2018 12:00 AM,9/1/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/11/2018 - 12/31/2018: CC--CA-HFCA,09/01/2018 - 10/04/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,32,32,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86077,105044,Daughter,,4,9/1/2018 12:00 AM,10/4/2018 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,13,15,White,Hispanic/Latino,Female,,No,,,,,,,,,,,,,,33,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,Data not collected,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,4,10/2/2018 12:00 AM,9/1/2018 12:00 AM,32,10/2/2018 12:00 AM,9/1/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/11/2018 - 12/31/2018: CC--CA-HFCA,09/01/2018 - 10/04/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,32,32,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86078,105044,Son,,4,9/1/2018 12:00 AM,10/4/2018 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,8,10,White,Hispanic/Latino,Male,,No,,,,,,,,,,,,,,33,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,Data not collected,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,9/1/2018 12:00 AM,9/1/2018 12:00 AM,32,10/2/2018 12:00 AM,9/1/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,,,09/11/2018 - 12/31/2018: CC--CA-HFCA,09/01/2018 - 10/04/2018: FPS--ES--Open Doors,,,,Yes,1,,Chronic Health,,,,,,3,1,32,32,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85084,105049,Self,Spokane City & County CoC,4,8/23/2018 12:00 AM,10/20/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Data not collected,Approximate or Partial DOB Reported,35,37,White,Non-Hispanic/Latino,Female,No,No,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"One week or more, but less than one month",2/7/2018 12:00 AM,255,Four or more times,12,Incomplete or estimated address reported,WA,99220,,58,,,No Move-In Date,Category 1 - Homeless,Yes,Yes,Yes,Within the past three months,8/27/2018 12:00 AM,4,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,8,10/3/2018 12:00 AM,8/23/2018 12:00 AM,21,9/14/2018 12:00 AM,8/23/2018 12:00 AM,,,,1,1,9/1/2020 12:20 PM,1,0,1,,,08/20/2018 - 10/02/2018: CC--RRH--WA0353--RRH for HH with Children,,07/26/2018 - 12/31/2018: CC--CA-HFCA,08/23/2018 - 10/20/2018: FPS--ES--Open Doors,,,,No,1,,,,,,Mental Illness,,3,1,21,21,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85086,105049,Son,,4,8/23/2018 12:00 AM,10/20/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Data not collected,Full DOB Reported,3,5,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,58,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Yes,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school regularly,No,Unable to work,,,,,,,,False,500,Client may be seen by others,2,9/2/2018 12:00 AM,8/23/2018 12:00 AM,21,9/14/2018 12:00 AM,8/23/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,08/20/2018 - 10/02/2018: CC--RRH--WA0353--RRH for HH with Children,,07/26/2018 - 12/31/2018: CC--CA-HFCA,08/23/2018 - 10/20/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,21,21,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85087,105049,Son,,4,8/23/2018 12:00 AM,10/20/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Data not collected,Full DOB Reported,5,7,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,58,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,8/23/2018 12:00 AM,8/23/2018 12:00 AM,21,9/14/2018 12:00 AM,8/23/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,08/20/2018 - 10/02/2018: CC--RRH--WA0353--RRH for HH with Children,,07/26/2018 - 12/31/2018: CC--CA-HFCA,08/23/2018 - 10/20/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,21,21,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85088,105049,Daughter,,4,8/23/2018 12:00 AM,10/20/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Data not collected,Approximate or Partial DOB Reported,8,10,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,58,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,8/23/2018 12:00 AM,8/23/2018 12:00 AM,2,9/14/2018 12:00 AM,8/28/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,08/20/2018 - 10/02/2018: CC--RRH--WA0353--RRH for HH with Children,,07/26/2018 - 12/31/2018: CC--CA-HFCA,08/23/2018 - 10/20/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,2,2,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85833,105059,Self,Spokane City & County CoC,4,8/25/2018 12:00 AM,9/8/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,33,35,Native Hawaiian or Other Pacific Islander,Non-Hispanic/Latino,Female,No,No,Place not meant for habitation,,,,"One week or more, but less than one month",8/18/2018 12:00 AM,21,One time,One month (this time is the first month),Full address reported,WA,99201,Spokane,14,,,No Move-In Date,Category 1 - Homeless,No,No,,,,No Engagement Date,,,,Household with Adults and Children,47.65528646493575,-117.43100765328592,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,8/25/2018 12:00 AM,8/25/2018 12:00 AM,13,9/7/2018 12:00 AM,8/25/2018 12:00 AM,575,,575,1,1,9/1/2020 12:20 PM,0,0,1,,,,,04/30/2020 - 08/04/2020: CC--CA-HFCA,04/23/2020 - Current: TSA--ES--Family Shelter,,,,No,1,,,,,,,,2,2,13,13,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85836,105059,Significant Other (Non-Married),,4,8/25/2018 12:00 AM,9/8/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,40,42,Native Hawaiian or Other Pacific Islander,Non-Hispanic/Latino,Male,No,No,Place not meant for habitation,,,,"One week or more, but less than one month",8/18/2018 12:00 AM,21,One time,One month (this time is the first month),Full address reported,WA,99201,Spokane,14,,,No Move-In Date,Category 1 - Homeless,No,No,,,,No Engagement Date,,,,Household with Adults and Children,47.65528646493575,-117.43100765328592,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,8/25/2018 12:00 AM,8/25/2018 12:00 AM,13,9/7/2018 12:00 AM,8/25/2018 12:00 AM,,,,0,1,9/1/2020 12:20 PM,0,0,1,,,,,04/30/2020 - 08/04/2020: CC--CA-HFCA,08/25/2018 - 09/08/2018: FPS--ES--Open Doors,,,,No,1,,,,,,,,2,2,13,13,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85837,105059,Son,,4,8/25/2018 12:00 AM,9/8/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,2,4,Native Hawaiian or Other Pacific Islander,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,14,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,No School Completed,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,8/25/2018 12:00 AM,8/25/2018 12:00 AM,13,9/7/2018 12:00 AM,8/25/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,04/30/2020 - 08/04/2020: CC--CA-HFCA,04/23/2020 - Current: TSA--ES--Family Shelter,,,,Yes,1,,,,,,,,2,2,13,13,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85838,105059,Son,,4,8/25/2018 12:00 AM,9/8/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,0,2,Native Hawaiian or Other Pacific Islander,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,14,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,No School Completed,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,8/25/2018 12:00 AM,8/25/2018 12:00 AM,13,9/7/2018 12:00 AM,8/25/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,04/30/2020 - 08/04/2020: CC--CA-HFCA,04/23/2020 - Current: TSA--ES--Family Shelter,,,,Yes,1,,,,,,,,2,2,13,13,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,84005,105071,Daughter,,4,8/16/2018 12:00 AM,11/28/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Client Refused,Full DOB Reported,0,2,Multi-Racial,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,104,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,8/16/2018 12:00 AM,8/16/2018 12:00 AM,59,11/27/2018 12:00 AM,9/4/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/05/2018 - 12/31/2018: CC--CA-HFCA,08/16/2018 - 11/28/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,59,59,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,82960,105071,Self,Spokane City & County CoC,4,8/16/2018 12:00 AM,11/28/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,28,30,Multi-Racial,Non-Hispanic/Latino,Female,No,No,"Staying or living in a family member's room, apartment or house",,,,"One week or more, but less than one month",12/27/2017 12:00 AM,336,One time,7,,,,,104,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,8/23/2018 12:00 AM,7,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,47,11/28/2018 12:00 AM,8/16/2018 12:00 AM,59,11/27/2018 12:00 AM,9/4/2018 12:00 AM,318,,,1,1,9/1/2020 12:20 PM,0,0,1,,,,,09/05/2018 - 12/31/2018: CC--CA-HFCA,08/16/2018 - 11/28/2018: FPS--ES--Open Doors,,,,No,1,,,,,,,,3,1,59,59,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0
